target_acc	min_dist_same	min_dist_opp	PDS_acc
PDT000010935.1	3	4	PDS000000121.2
PDT000010936.1	2	5	PDS000000121.2
PDT000010937.1	0	2	PDS000000121.2
PDT000010938.1	0		PDS000000411.1
PDT000010939.1	0		PDS000000411.1
PDT000010940.1	1		PDS000000411.1
PDT000010941.1	0		PDS000000411.1
PDT000010942.1	1		PDS000000411.1
PDT000010943.1	0		PDS000000411.1
PDT000010944.1	0		PDS000000411.1
PDT000010945.1	1		PDS000000411.1
PDT000010946.1	4	0	PDS000000409.1
PDT000010947.1	4	4	PDS000000409.1
PDT000010948.1	3	0	PDS000000408.1
PDT000010949.1	3	3	PDS000000408.1
PDT000010950.1	0		PDS000000407.1
PDT000010951.1	4		PDS000000407.1
PDT000010952.1	2	2	PDS000000406.1
PDT000010953.1	0	0	PDS000000406.1
PDT000010954.1	3	3	PDS000000406.1
PDT000010955.2	1	0	PDS000000406.1
PDT000010956.1	0	0	PDS000000406.1
PDT000010957.1	0	0	PDS000000406.1
PDT000010958.1	0	0	PDS000000406.1
PDT000010959.1	0	0	PDS000000406.1
PDT000010960.1	0	0	PDS000000405.1
PDT000010961.1	0	0	PDS000000405.1
PDT000010962.1	4	4	PDS000000405.1
PDT000010963.2	4	0	PDS000000405.1
PDT000010964.1	1	1	PDS000000405.1
PDT000010965.1	2	0	PDS000000405.1
PDT000010966.1	1	0	PDS000000405.1
PDT000010967.1	2	2	PDS000000405.1
PDT000010968.1	2	0	PDS000000405.1
PDT000010969.1	0	0	PDS000000405.1
PDT000010970.1	0	0	PDS000000405.1
PDT000010971.1	2	2	PDS000000405.1
PDT000010972.1	2	0	PDS000000405.1
PDT000010973.1	0	0	PDS000000405.1
PDT000010974.1	0	0	PDS000000405.1
PDT000010975.1	2	2	PDS000000405.1
PDT000010976.1	2	0	PDS000000405.1
PDT000010977.1	0	0	PDS000000405.1
PDT000010978.1	0	0	PDS000000405.1
PDT000010979.2	0	0	PDS000000405.1
PDT000010980.1	0	0	PDS000000405.1
PDT000010981.1	0	0	PDS000000405.1
PDT000010982.1	0	0	PDS000000405.1
PDT000010983.1	0	0	PDS000000405.1
PDT000010984.1	0	0	PDS000000405.1
PDT000010985.1	3	3	PDS000000405.1
PDT000010986.1	3	0	PDS000000405.1
PDT000010987.1	0	0	PDS000000405.1
PDT000010988.1	0	0	PDS000000405.1
PDT000010989.1	2	7	PDS000000405.1
PDT000010990.1	0	5	PDS000000405.1
PDT000010991.1	1	1	PDS000000405.1
PDT000010992.1	0	0	PDS000000405.1
PDT000010993.1	1	1	PDS000000405.1
PDT000010994.1	0	0	PDS000000405.1
PDT000010995.2	1	1	PDS000000405.1
PDT000010996.1	0	0	PDS000000405.1
PDT000010997.2	4	4	PDS000000405.1
PDT000010998.1	1	0	PDS000000405.1
PDT000010999.1	0	0	PDS000000405.1
PDT000011000.1	1	0	PDS000000405.1
PDT000011001.1	0	0	PDS000000405.1
PDT000011002.1	0	0	PDS000000405.1
PDT000011003.1	1	1	PDS000000405.1
PDT000011004.1	1	0	PDS000000405.1
PDT000011005.1	2	2	PDS000000405.1
PDT000011006.1	2	0	PDS000000405.1
PDT000011008.1	0	0	PDS000000405.1
PDT000011009.1	1	1	PDS000000405.1
PDT000011010.1	1	0	PDS000000405.1
PDT000011011.1	0	0	PDS000000405.1
PDT000011012.1	0	0	PDS000000405.1
PDT000011013.1	1	1	PDS000000405.1
PDT000011014.1	1	0	PDS000000405.1
PDT000011015.1	0	0	PDS000000405.1
PDT000011016.1	0	0	PDS000000405.1
PDT000011017.1	2	2	PDS000000405.1
PDT000011018.1	0	0	PDS000000405.1
PDT000011019.1	3	3	PDS000000405.1
PDT000011020.1	0	0	PDS000000405.1
PDT000011021.1	0	0	PDS000000405.1
PDT000011022.1	0	0	PDS000000405.1
PDT000011023.1	5	5	PDS000000405.1
PDT000011024.1	5	0	PDS000000405.1
PDT000011025.1	0	0	PDS000000405.1
PDT000011026.1	0	0	PDS000000405.1
PDT000011027.1	0	0	PDS000000405.1
PDT000011028.1	0	0	PDS000000405.1
PDT000011029.1	0	0	PDS000000405.1
PDT000011030.1	0	0	PDS000000405.1
PDT000011031.1	1	1	PDS000000388.1
PDT000011032.1	1	0	PDS000000388.1
PDT000011034.1	12	0	PDS000000037.2
PDT000011035.1	12	7	PDS000000037.2
PDT000011036.1	6	12	PDS000000384.1
PDT000011037.1	2		PDS000000398.1
PDT000011038.1			
PDT000011039.1	3		PDS000000404.1
PDT000011040.1	19	31	PDS000000384.1
PDT000011041.1	3		PDS000000398.1
PDT000011042.1	0		PDS000000401.1
PDT000011043.1			
PDT000011044.1	18	35	PDS000000400.1
PDT000011046.1	0		PDS000000398.1
PDT000011047.2	21		PDS000000387.1
PDT000011048.1	12	21	PDS000000389.1
PDT000011050.1	22		PDS000000398.1
PDT000011051.1	3		PDS000000404.1
PDT000011052.1	15	16	PDS000000081.2
PDT000011053.1	6	25	PDS000000391.1
PDT000011054.1	27		PDS000000393.1
PDT000011055.1	10	16	PDS000000384.1
PDT000011056.1	0	16	PDS000000386.1
PDT000011057.1			
PDT000011058.1			
PDT000011059.1	7	22	PDS000000391.1
PDT000011060.1			
PDT000011061.1	2		PDS000000398.1
PDT000011062.1		25	PDS000000397.1
PDT000011063.1	30		PDS000000393.1
PDT000011064.1	1		PDS000000398.1
PDT000011065.1	0	16	PDS000000386.1
PDT000011066.1	20	12	PDS000000367.1
PDT000011067.1	15	13	PDS000000081.2
PDT000011068.2	2		PDS000000398.1
PDT000011069.2	1	24	PDS000000384.1
PDT000011070.1	3	2	PDS000000576.1
PDT000011071.1	12	23	PDS000000389.1
PDT000011072.1	9	23	PDS000000384.1
PDT000011073.1	23	31	PDS000000572.1
PDT000011074.1	7		PDS000000387.1
PDT000011075.1	1		PDS000000398.1
PDT000011076.1	14		PDS000000398.1
PDT000011077.1	1		PDS000000398.1
PDT000011078.1	35	21	PDS000000386.1
PDT000011079.1			
PDT000011080.1		22	PDS000000396.1
PDT000011081.1	2	18	PDS000000384.1
PDT000011082.1	13	24	PDS000000389.1
PDT000011083.1	9		PDS000000395.1
PDT000011084.1		25	PDS000000335.1
PDT000011085.1			
PDT000011086.1	25	33	PDS000000400.1
PDT000011087.1	24	38	PDS000000384.1
PDT000011088.1			
PDT000011089.1	18	45	PDS000000400.1
PDT000011090.1	6	19	PDS000000386.1
PDT000011091.1	3	26	PDS000000389.1
PDT000011092.1		9	PDS000000166.1
PDT000011093.1	13		PDS000000398.1
PDT000011094.1	6	19	PDS000000386.1
PDT000011095.1			
PDT000011096.1	12		PDS000000398.1
PDT000011097.1	1	13	PDS000000384.1
PDT000011098.2	12	25	PDS000000384.1
PDT000011099.1	6		PDS000000394.1
PDT000011100.2	0	18	PDS000000384.1
PDT000011101.2	13		PDS000000398.1
PDT000011102.1	0		PDS000000398.1
PDT000011103.1	3	5	PDS000000576.1
PDT000011104.1	4	6	PDS000000576.1
PDT000011105.1	12	25	PDS000000389.1
PDT000011106.1	12	22	PDS000000386.1
PDT000011107.1	17	26	PDS000000389.1
PDT000011108.1			
PDT000011109.1	32	41	PDS000000400.1
PDT000011111.1	3		PDS000000398.1
PDT000011112.1	1	12	PDS000000384.1
PDT000011113.1	5	28	PDS000000389.1
PDT000011114.1	0		PDS000000395.1
PDT000011115.2	6		PDS000000394.1
PDT000011116.1	9	29	PDS000000384.1
PDT000011118.1	1		PDS000000398.1
PDT000011119.1	1		PDS000000398.1
PDT000011120.1	27		PDS000000393.1
PDT000011121.1	4		PDS000000398.1
PDT000011122.1	2	16	PDS000000384.1
PDT000011123.1	11	17	PDS000000384.1
PDT000011124.1	2	25	PDS000000384.1
PDT000011125.1	15		PDS000000395.1
PDT000011126.1	12	30	PDS000000400.1
PDT000011127.1	0		PDS000000392.1
PDT000011128.2	6	25	PDS000000391.1
PDT000011129.2	3	31	PDS000000389.1
PDT000011130.1	4	18	PDS000000384.1
PDT000011131.1	13	29	PDS000000384.1
PDT000011132.1	11		PDS000000395.1
PDT000011133.1	7		PDS000000387.1
PDT000011134.1			
PDT000011135.1	29		PDS000000394.1
PDT000011136.1	1		PDS000000398.1
PDT000011137.1	7	30	PDS000000389.1
PDT000011138.2	2	18	PDS000000384.1
PDT000011139.1	1	23	PDS000000384.1
PDT000011140.1	0		PDS000000395.1
PDT000011142.1	27	23	PDS000000386.1
PDT000011143.2	1	23	PDS000000389.1
PDT000011144.1	3	30	PDS000000389.1
PDT000011145.1	19		PDS000000383.1
PDT000011146.1	1		PDS000000385.1
PDT000011147.1	0		PDS000000401.1
PDT000011148.1	12	30	PDS000000384.1
PDT000011149.1	23	20	PDS000000386.1
PDT000011150.1			
PDT000011151.1			
PDT000011152.1	1	24	PDS000000389.1
PDT000011153.1			
PDT000011154.1	1		PDS000000385.1
PDT000011155.2	0	18	PDS000000384.1
PDT000011156.1	2		PDS000000398.1
PDT000011157.2	2		PDS000000398.1
PDT000011158.1	12	42	PDS000000400.1
PDT000011159.1	21	19	PDS000000386.1
PDT000011160.1	12		PDS000000398.1
PDT000011161.1	12	29	PDS000000384.1
PDT000011162.1	9	22	PDS000000384.1
PDT000011163.1			
PDT000011164.1	0		PDS000000392.1
PDT000011165.2	15	24	PDS000000389.1
PDT000011166.1	19		PDS000000383.1
PDT000011167.1	5	29	PDS000000389.1
PDT000011174.1	1		PDS000000219.1
PDT000000264.1			
PDT000000268.1			
PDT000000270.2			
PDT000000273.1			
PDT000000276.1	0		PDS000000382.1
PDT000000279.1	36		PDS000000381.1
PDT000000280.1	0		PDS000000382.1
PDT000000285.1			
PDT000000286.1	2		PDS000000380.1
PDT000000287.1	2		PDS000000380.1
PDT000000288.1	24		PDS000000379.1
PDT000000289.1	0		PDS000000378.1
PDT000000290.1	0		PDS000000378.1
PDT000000294.1	0		PDS000000378.1
PDT000000295.1	0		PDS000000378.1
PDT000000296.1	0		PDS000000378.1
PDT000000297.1	0		PDS000000378.1
PDT000000375.1			
PDT000000298.1			
PDT000000376.1			
PDT000000303.1	27		PDS000000292.1
PDT000000304.1	3		PDS000000378.1
PDT000000305.1	3		PDS000000054.2
PDT000000306.1	3		PDS000000054.2
PDT000000307.1	4		PDS000000054.2
PDT000000310.1	2		PDS000000376.1
PDT000000311.1	2		PDS000000376.1
PDT000000313.1	2		PDS000000381.1
PDT000000314.1	4		PDS000000381.1
PDT000000319.1	28		PDS000000226.1
PDT000000321.1	0		PDS000000381.1
PDT000000322.1	0		PDS000000381.1
PDT000000335.1	2		PDS000000375.1
PDT000000336.1	0		PDS000000374.1
PDT000000337.1	0		PDS000000374.1
PDT000000338.1	0		PDS000000374.1
PDT000000339.1	0		PDS000000374.1
PDT000000340.2	1		PDS000000378.1
PDT000000341.1	0		PDS000000374.1
PDT000000342.1	0		PDS000000374.1
PDT000000343.1	0		PDS000000374.1
PDT000000344.2	0		PDS000000374.1
PDT000000345.1	0		PDS000000374.1
PDT000000347.1			
PDT000000348.1	2		PDS000000375.1
PDT000000349.1			
PDT000000973.1	1		PDS000000373.1
PDT000000974.1	1		PDS000000373.1
PDT000000975.1	0		PDS000000373.1
PDT000000976.1	1		PDS000000373.1
PDT000000977.1	1		PDS000000373.1
PDT000000978.1	29	25	PDS000000560.1
PDT000000979.1	0		PDS000000373.1
PDT000000096.1			
PDT000000098.1		16	PDS000000062.2
PDT000000099.1	9	13	PDS000000081.2
PDT000000100.1	17	23	PDS000000372.1
PDT000000101.1	7	29	PDS000000372.1
PDT000000102.1	7	26	PDS000000372.1
PDT000000103.1	8	12	PDS000000384.1
PDT000000104.1	9	12	PDS000000372.1
PDT000000107.1	15		PDS000000371.1
PDT000000109.1	15		PDS000000371.1
PDT000000110.1		9	PDS000000370.1
PDT000000111.1	23		PDS000000152.1
PDT000000112.1	7		PDS000000369.1
PDT000000113.1			
PDT000000114.1			
PDT000000115.1	26		PDS000000368.1
PDT000000116.1	0	7	PDS000000111.2
PDT000000117.1	9	24	PDS000000573.1
PDT000000118.1	9		PDS000000369.1
PDT000000119.1	3	5	PDS000000111.2
PDT000000120.1	2	4	PDS000000111.2
PDT000000121.1			
PDT000000122.2	7	21	PDS000000573.1
PDT000000123.2	12	20	PDS000000367.1
PDT000000124.1	11	26	PDS000000389.1
PDT000000125.1	11	13	PDS000000111.2
PDT000000126.1	8	10	PDS000000111.2
PDT000000127.1	8	10	PDS000000111.2
PDT000000128.1	1	2	PDS000000111.2
PDT000000129.1	1	3	PDS000000111.2
PDT000000130.1	1	3	PDS000000111.2
PDT000000131.1	3	5	PDS000000111.2
PDT000000132.1	0	4	PDS000000110.2
PDT000000133.2	1	6	PDS000000110.2
PDT000000134.1	0	7	PDS000000110.2
PDT000000135.1	0	7	PDS000000110.2
PDT000000136.1	3	14	PDS000000367.1
PDT000000137.1	20	21	PDS000000386.1
PDT000000138.1	6	12	PDS000000367.1
PDT000000139.2	0	21	PDS000000386.1
PDT000000140.2	0	21	PDS000000386.1
PDT000000141.1	7	15	PDS000000367.1
PDT000000142.1	7		PDS000000151.1
PDT000000143.1	17	18	PDS000000386.1
PDT000000144.1	17	15	PDS000000386.1
PDT000000145.1	3	15	PDS000000367.1
PDT000000146.1	24	24	PDS000000386.1
PDT000000621.1	2	14	PDS000000110.2
PDT000000623.1	0	4	PDS000000110.2
PDT000000626.1	15	35	PDS000000436.1
PDT000000628.1	0	7	PDS000000116.2
PDT000000633.1	4		PDS000000365.1
PDT000000635.1	7	7	PDS000000110.2
PDT000000637.1	0	14	PDS000000110.2
PDT000000642.1	2	6	PDS000000110.2
PDT000000645.1	13	10	PDS000000116.2
PDT000000650.1	1	15	PDS000000110.2
PDT000000653.1	0	4	PDS000000110.2
PDT000000657.1	0	4	PDS000000110.2
PDT000000660.1	0	2	PDS000000110.2
PDT000000664.1	0	7	PDS000000116.2
PDT000000668.1	1	8	PDS000000116.2
PDT000000678.1	1		PDS000000365.1
PDT000000682.1	0	7	PDS000000116.2
PDT000000687.1	1	26	PDS000000436.1
PDT000000693.1			
PDT000000703.1	0	5	PDS000000110.2
PDT000000705.1	1	16	PDS000000110.2
PDT000000709.1	2		PDS000000365.1
PDT000000714.1	2		PDS000000365.1
PDT000000717.1	2	13	PDS000000110.2
PDT000000718.1	12	7	PDS000000531.1
PDT000000721.1	0	5	PDS000000110.2
PDT000000722.1	0	15	PDS000000110.2
PDT000000727.1	0	15	PDS000000110.2
PDT000000729.2	0	18	PDS000000110.2
PDT000000733.1	0	15	PDS000000110.2
PDT000000734.1	0	18	PDS000000110.2
PDT000000738.2	1		PDS000000365.1
PDT000000741.1	0	15	PDS000000110.2
PDT000000743.1	13	13	PDS000000576.1
PDT000000746.1	1	17	PDS000000110.2
PDT000000747.1	3	5	PDS000000110.2
PDT000000753.1	2		PDS000000365.1
PDT000000758.1	1		PDS000000365.1
PDT000000760.1	3	37	PDS000000436.1
PDT000000766.1	2	11	PDS000000110.2
PDT000000768.1	24	40	PDS000000436.1
PDT000000770.1	0	27	PDS000000436.1
PDT000000775.2	0	14	PDS000000110.2
PDT000000779.1	0	27	PDS000000436.1
PDT000000781.1	2	29	PDS000000436.1
PDT000000783.1	14		PDS000000364.1
PDT000000786.1	0	15	PDS000000110.2
PDT000000791.2	0		PDS000000365.1
PDT000000793.1	0	4	PDS000000110.2
PDT000000796.2	5	4	PDS000000110.2
PDT000000799.1	14		PDS000000364.1
PDT000000803.1	0		PDS000000365.1
PDT000000808.1	1		PDS000000365.1
PDT000000811.1	1	5	PDS000000110.2
PDT000000814.1	11	12	PDS000000110.2
PDT000000816.1	0	4	PDS000000110.2
PDT000000818.1	1	5	PDS000000110.2
PDT000000822.1			
PDT000000222.1			
PDT000000968.1	0		PDS000000363.1
PDT000000209.1	5		PDS000000362.1
PDT000000218.1	7		PDS000000362.1
PDT000000198.1			
PDT000000239.1	0		PDS000000362.1
PDT000000214.1	0		PDS000000362.1
PDT000000152.1	0		PDS000000363.1
PDT000000216.1	0		PDS000000362.1
PDT000000212.2	1		PDS000000362.1
PDT000000153.1	2		PDS000000363.1
PDT000000150.1	0		PDS000000363.1
PDT000000221.1	0		PDS000000382.1
PDT000000208.1	3		PDS000000362.1
PDT000000210.1	3		PDS000000362.1
PDT000000217.1	0		PDS000000362.1
PDT000000220.1	0		PDS000000362.1
PDT000000256.1	1		PDS000000362.1
PDT000000151.1	0		PDS000000363.1
PDT000001850.1	12	75	PDS000000105.2
PDT000001851.1	3	12	PDS000000130.2
PDT000001852.1	11	19	PDS000000130.2
PDT000001853.1	1		PDS000000039.2
PDT000001854.1	10	73	PDS000000105.2
PDT000001855.1	12	19	PDS000000116.2
PDT000001856.1	0	25	PDS000000311.1
PDT000001857.1	1	26	PDS000000311.1
PDT000001858.1	0	25	PDS000000311.1
PDT000001859.1	0	26	PDS000000311.1
PDT000001860.1	1	26	PDS000000311.1
PDT000001861.1	1	26	PDS000000311.1
PDT000001862.1	0	25	PDS000000311.1
PDT000001863.1	1	8	PDS000000130.2
PDT000001864.2	1	7	PDS000000130.2
PDT000001865.1	2	61	PDS000000105.2
PDT000001866.1	0	7	PDS000000130.2
PDT000001867.1	1	11	PDS000000130.2
PDT000001868.1	8	57	PDS000000105.2
PDT000001869.2	1	10	PDS000000130.2
PDT000001870.1	1	6	PDS000000130.2
PDT000001871.1	8	57	PDS000000105.2
PDT000001872.1	0	25	PDS000000311.1
PDT000001873.1	0	25	PDS000000311.1
PDT000001874.1	0	26	PDS000000311.1
PDT000001953.1	0		PDS000000103.2
PDT000001954.1	20	83	PDS000000105.2
PDT000001889.1	0		PDS000000109.2
PDT000001966.2	0		PDS000000104.2
PDT000001967.1	1		PDS000000104.2
PDT000001907.1			
PDT000001986.1	0		PDS000000101.2
PDT000001987.2	0	4	PDS000000110.2
PDT000001988.1	0		PDS000000101.2
PDT000001989.1	0		PDS000000101.2
PDT000001990.1	7	27	PDS000000552.1
PDT000001991.1	20		PDS000000291.1
PDT000001992.1	0	4	PDS000000110.2
PDT000001993.1	0		PDS000000104.2
PDT000001994.2			
PDT000001995.1	1		PDS000000361.1
PDT000001996.1	0	26	PDS000000561.1
PDT000001997.1	0		PDS000000361.1
PDT000001998.1	1		PDS000000361.1
PDT000001999.1	0		PDS000000361.1
PDT000002008.1	1	27	PDS000000561.1
PDT000002009.1	0		PDS000000361.1
PDT000002059.1	0		PDS000000349.1
PDT000002060.1	0		PDS000000349.1
PDT000002061.1	2		PDS000000349.1
PDT000002062.1	0		PDS000000349.1
PDT000002023.1	0	31	PDS000000552.1
PDT000002024.1	0		PDS000000361.1
PDT000002063.2	1		PDS000000349.1
PDT000002025.1	0		PDS000000361.1
PDT000002064.1	1		PDS000000349.1
PDT000002026.2	2		PDS000000317.1
PDT000002065.1	1		PDS000000348.1
PDT000002066.1	0		PDS000000348.1
PDT000002028.1	2	27	PDS000000311.1
PDT000002067.1	1		PDS000000348.1
PDT000002068.1	0		PDS000000336.1
PDT000002069.2	0		PDS000000336.1
PDT000002070.1	0		PDS000000336.1
PDT000002071.1	1		PDS000000336.1
PDT000002072.1	1		PDS000000336.1
PDT000002073.1	1	8	PDS000000130.2
PDT000002074.1	0	9	PDS000000130.2
PDT000002075.1	0	9	PDS000000130.2
PDT000002076.1	1	10	PDS000000130.2
PDT000002077.1	1	10	PDS000000130.2
PDT000002078.2	0	9	PDS000000130.2
PDT000002079.1	2		PDS000000353.1
PDT000002080.1	0		PDS000000353.1
PDT000002081.1	1		PDS000000353.1
PDT000002082.1	2		PDS000000353.1
PDT000002083.1	0	24	PDS000000311.1
PDT000002044.1	9		PDS000000360.1
PDT000002084.1	1		PDS000000358.1
PDT000002085.1	1		PDS000000358.1
PDT000002045.1	2	50	PDS000000105.2
PDT000002086.1	3	57	PDS000000105.2
PDT000002046.2	9		PDS000000360.1
PDT000002087.1	4		PDS000000358.1
PDT000002047.1	1	46	PDS000000105.2
PDT000002088.1	0	17	PDS000000131.2
PDT000002089.1	1	18	PDS000000131.2
PDT000002048.1	12		PDS000000291.1
PDT000002090.1	3	20	PDS000000131.2
PDT000002091.1	3		PDS000000291.1
PDT000002049.1	1	12	PDS000000359.1
PDT000002092.1	0	11	PDS000000110.2
PDT000002050.1	0	37	PDS000000552.1
PDT000002093.1	0		PDS000000346.1
PDT000002094.1	13	60	PDS000000105.2
PDT000002095.1	2		PDS000000358.1
PDT000002051.2	5	10	PDS000000012.2
PDT000002052.1	1		PDS000000547.1
PDT000002096.1	1	17	PDS000000131.2
PDT000002053.1	2		PDS000000312.1
PDT000002097.1	0	11	PDS000000110.2
PDT000002054.1	3		PDS000000547.1
PDT000002098.1	0		PDS000000348.1
PDT000002055.1	9	58	PDS000000105.2
PDT000002099.1	1		PDS000000348.1
PDT000002056.1	12	57	PDS000000105.2
PDT000002100.1	1		PDS000000106.2
PDT000002101.1	1		PDS000000101.2
PDT000002102.1	1		PDS000000106.2
PDT000002103.1	1	35	PDS000000552.1
PDT000002104.1	2	56	PDS000000105.2
PDT000002105.1	0		PDS000000106.2
PDT000002106.1	0	56	PDS000000105.2
PDT000002107.1	0	56	PDS000000105.2
PDT000002108.1	0	34	PDS000000552.1
PDT000002109.1	0	56	PDS000000105.2
PDT000002110.1	0	17	PDS000000116.2
PDT000002111.2	0	17	PDS000000116.2
PDT000002112.1	0	9	PDS000000130.2
PDT000002115.1	1		PDS000000101.2
PDT000002116.1	0		PDS000000101.2
PDT000002117.1	5	66	PDS000000105.2
PDT000002118.1	0	63	PDS000000105.2
PDT000002119.1	0	63	PDS000000105.2
PDT000002120.1	2		PDS000000358.1
PDT000002121.1	4	65	PDS000000105.2
PDT000002122.1	0	16	PDS000000576.1
PDT000002123.1	0	30	PDS000000130.2
PDT000002124.1	2	59	PDS000000105.2
PDT000002125.1	0		PDS000000106.2
PDT000002126.1	18		PDS000000340.1
PDT000002127.1	16		PDS000000340.1
PDT000002128.1	20		PDS000000340.1
PDT000002129.1	22		PDS000000340.1
PDT000002130.1	3	33	PDS000000130.2
PDT000002131.1	0	31	PDS000000130.2
PDT000002132.1	0	31	PDS000000130.2
PDT000002133.1	2		PDS000000101.2
PDT000002137.1	0	31	PDS000000552.1
PDT000002138.1	0		PDS000000108.2
PDT000002141.1	14	59	PDS000000105.2
PDT000002142.2			
PDT000002144.1	16		PDS000000340.1
PDT000002145.1	0	37	PDS000000552.1
PDT000002146.2	0		PDS000000357.1
PDT000002147.1	1		PDS000000357.1
PDT000002148.1	0	37	PDS000000552.1
PDT000002149.1	1		PDS000000357.1
PDT000002150.1	0		PDS000000356.1
PDT000002151.1	0		PDS000000349.1
PDT000002152.1	0		PDS000000349.1
PDT000002153.1	0		PDS000000349.1
PDT000002154.1	0		PDS000000348.1
PDT000002156.1	0		PDS000000348.1
PDT000002157.1	0		PDS000000357.1
PDT000002158.1	0		PDS000000357.1
PDT000002159.1	0		PDS000000357.1
PDT000002160.2	0		PDS000000348.1
PDT000002161.1	0		PDS000000358.1
PDT000002162.1	0		PDS000000358.1
PDT000002163.1	0		PDS000000357.1
PDT000002164.1	1		PDS000000356.1
PDT000002165.1	0		PDS000000356.1
PDT000002166.2	0	37	PDS000000552.1
PDT000002167.1	0		PDS000000356.1
PDT000002168.1	0		PDS000000353.1
PDT000002170.1	0	16	PDS000000131.2
PDT000002171.1	0	17	PDS000000131.2
PDT000002172.1	1	18	PDS000000131.2
PDT000002173.1	0	17	PDS000000131.2
PDT000002174.1	0	16	PDS000000131.2
PDT000002175.1	3	20	PDS000000131.2
PDT000002176.1	0	18	PDS000000131.2
PDT000002177.1	0		PDS000000357.1
PDT000002178.1	4		PDS000000360.1
PDT000002179.1	8	8	PDS000000352.1
PDT000002180.1	0		PDS000000342.1
PDT000002181.2	0		PDS000000323.1
PDT000002182.1	0	17	PDS000000131.2
PDT000002183.1	0	18	PDS000000131.2
PDT000002184.1	0	17	PDS000000131.2
PDT000002185.1	3		PDS000000291.1
PDT000002186.1	1		PDS000000351.1
PDT000002187.1	0		PDS000000351.1
PDT000002188.1	0	25	PDS000000311.1
PDT000002189.1	1		PDS000000347.1
PDT000002190.1	0	25	PDS000000311.1
PDT000002191.1	0		PDS000000350.1
PDT000002192.1	0		PDS000000350.1
PDT000002193.1	0		PDS000000350.1
PDT000002194.1	0		PDS000000350.1
PDT000001675.1	0		PDS000000356.1
PDT000002195.1	1		PDS000000356.1
PDT000002196.1	0		PDS000000356.1
PDT000002197.2	0		PDS000000356.1
PDT000002198.1	1		PDS000000357.1
PDT000002199.1	0	37	PDS000000552.1
PDT000002200.1	0	17	PDS000000116.2
PDT000002201.1	1	10	PDS000000130.2
PDT000002202.1	0	31	PDS000000130.2
PDT000002203.1	0	9	PDS000000130.2
PDT000001676.1	2		PDS000000358.1
PDT000002204.1	2		PDS000000349.1
PDT000001677.1	0		PDS000000358.1
PDT000002205.1	0		PDS000000291.1
PDT000002206.1	0		PDS000000291.1
PDT000001678.1	1	18	PDS000000008.2
PDT000002207.1	18	18	PDS000000130.2
PDT000002208.1	0		PDS000000291.1
PDT000002209.1	0		PDS000000291.1
PDT000001679.1	2		PDS000000356.1
PDT000002210.1	0	61	PDS000000105.2
PDT000002211.1	6	20	PDS000000131.2
PDT000001680.1	1		PDS000000356.1
PDT000002212.1	1		PDS000000349.1
PDT000002213.1	1		PDS000000361.1
PDT000002214.1	0		PDS000000357.1
PDT000001681.1	0		PDS000000348.1
PDT000002215.1	1		PDS000000104.2
PDT000002216.1	0	16	PDS000000130.2
PDT000001682.1	1		PDS000000356.1
PDT000001663.1	0	16	PDS000000130.2
PDT000001664.1	0	16	PDS000000130.2
PDT000001683.1	0		PDS000000342.1
PDT000001665.1	0	16	PDS000000130.2
PDT000001666.1	3	19	PDS000000130.2
PDT000001684.1	2		PDS000000358.1
PDT000001668.1	0		PDS000000361.1
PDT000001669.1	1	64	PDS000000105.2
PDT000001685.1	0		PDS000000323.1
PDT000001670.1	1	32	PDS000000130.2
PDT000001686.1	1		PDS000000347.1
PDT000001687.1	0		PDS000000350.1
PDT000001671.1	2		PDS000000101.2
PDT000001672.2	0	61	PDS000000105.2
PDT000001688.1	0		PDS000000350.1
PDT000001673.1	0		PDS000000361.1
PDT000001689.2	0		PDS000000349.1
PDT000001690.1	0		PDS000000349.1
PDT000001691.1	0		PDS000000336.1
PDT000001692.2	0	17	PDS000000116.2
PDT000001693.1	2		PDS000000347.1
PDT000001694.1	5	68	PDS000000105.2
PDT000001695.1	0	16	PDS000000576.1
PDT000001697.1	32		PDS000000547.1
PDT000001698.1	1	27	PDS000000561.1
PDT000001699.1	0	25	PDS000000311.1
PDT000001704.1	0		PDS000000104.2
PDT000001705.1	4		PDS000000358.1
PDT000001706.1	4		PDS000000291.1
PDT000001707.1	0		PDS000000351.1
PDT000001708.1	4		PDS000000291.1
PDT000001709.1	8		PDS000000102.2
PDT000001710.1	23		PDS000000340.1
PDT000001711.1	1		PDS000000351.1
PDT000001712.1	0		PDS000000342.1
PDT000001713.1	1	26	PDS000000311.1
PDT000001714.1	10		PDS000000346.1
PDT000001715.1	0		PDS000000106.2
PDT000001716.1	1	57	PDS000000105.2
PDT000001717.1	2		PDS000000101.2
PDT000001718.1	4		PDS000000347.1
PDT000001721.1	0	31	PDS000000552.1
PDT000001723.1	9	63	PDS000000105.2
PDT000001724.2	2	17	PDS000000037.2
PDT000001725.1	1		PDS000000319.1
PDT000001726.2	1		PDS000000547.1
PDT000001727.1	0	30	PDS000000130.2
PDT000001728.1	3	23	PDS000000552.1
PDT000001729.1	0		PDS000000104.2
