target_name,target_acc,amrfinder_results,nucleotide_fasta,protein_fasta,gff,contig_report
GCA_900178625.1,PDT000024740.1,GCA_900178625.1.amrfinder,GCA_900178625.1_19789_6_156_genomic.fna,GCA_900178625.1_19789_6_156_protein.faa,GCA_900178625.1_19789_6_156_genomic.gff,
GCA_900178635.1,PDT000024718.1,GCA_900178635.1.amrfinder,GCA_900178635.1_19789_6_152_genomic.fna,GCA_900178635.1_19789_6_152_protein.faa,GCA_900178635.1_19789_6_152_genomic.gff,
GCA_900178645.1,PDT000024665.1,GCA_900178645.1.amrfinder,GCA_900178645.1_19789_6_153_genomic.fna,GCA_900178645.1_19789_6_153_protein.faa,GCA_900178645.1_19789_6_153_genomic.gff,
GCA_900178655.1,PDT000024661.1,GCA_900178655.1.amrfinder,GCA_900178655.1_19789_6_120_genomic.fna,GCA_900178655.1_19789_6_120_protein.faa,GCA_900178655.1_19789_6_120_genomic.gff,
GCA_900178665.1,PDT000024662.1,GCA_900178665.1.amrfinder,GCA_900178665.1_19789_6_104_genomic.fna,GCA_900178665.1_19789_6_104_protein.faa,GCA_900178665.1_19789_6_104_genomic.gff,
GCA_900178675.1,PDT000024672.1,GCA_900178675.1.amrfinder,GCA_900178675.1_19789_5_40_genomic.fna,GCA_900178675.1_19789_5_40_protein.faa,GCA_900178675.1_19789_5_40_genomic.gff,
GCA_900178685.1,PDT000024736.1,GCA_900178685.1.amrfinder,GCA_900178685.1_19789_6_137_genomic.fna,GCA_900178685.1_19789_6_137_protein.faa,GCA_900178685.1_19789_6_137_genomic.gff,
GCA_900178695.1,PDT000024674.1,GCA_900178695.1.amrfinder,GCA_900178695.1_19789_5_41_genomic.fna,GCA_900178695.1_19789_5_41_protein.faa,GCA_900178695.1_19789_5_41_genomic.gff,
GCA_900178705.1,PDT000024696.1,GCA_900178705.1.amrfinder,GCA_900178705.1_19789_5_38_genomic.fna,GCA_900178705.1_19789_5_38_protein.faa,GCA_900178705.1_19789_5_38_genomic.gff,
GCA_900178715.1,PDT000024739.1,GCA_900178715.1.amrfinder,GCA_900178715.1_19789_6_123_genomic.fna,GCA_900178715.1_19789_6_123_protein.faa,GCA_900178715.1_19789_6_123_genomic.gff,
GCA_900178725.1,PDT000024684.1,GCA_900178725.1.amrfinder,GCA_900178725.1_19789_6_134_genomic.fna,GCA_900178725.1_19789_6_134_protein.faa,GCA_900178725.1_19789_6_134_genomic.gff,
GCA_900178735.1,PDT000024725.1,GCA_900178735.1.amrfinder,GCA_900178735.1_19789_6_101_genomic.fna,GCA_900178735.1_19789_6_101_protein.faa,GCA_900178735.1_19789_6_101_genomic.gff,
GCA_900178745.1,PDT000024622.1,GCA_900178745.1.amrfinder,GCA_900178745.1_19789_5_34_genomic.fna,GCA_900178745.1_19789_5_34_protein.faa,GCA_900178745.1_19789_5_34_genomic.gff,
GCA_900178755.1,PDT000024678.1,GCA_900178755.1.amrfinder,GCA_900178755.1_19789_6_131_genomic.fna,GCA_900178755.1_19789_6_131_protein.faa,GCA_900178755.1_19789_6_131_genomic.gff,
GCA_900178765.1,PDT000024782.1,GCA_900178765.1.amrfinder,GCA_900178765.1_19789_5_12_genomic.fna,GCA_900178765.1_19789_5_12_protein.faa,GCA_900178765.1_19789_5_12_genomic.gff,
GCA_900178775.1,PDT000024729.1,GCA_900178775.1.amrfinder,GCA_900178775.1_19789_6_109_genomic.fna,GCA_900178775.1_19789_6_109_protein.faa,GCA_900178775.1_19789_6_109_genomic.gff,
GCA_900178785.1,PDT000024734.1,GCA_900178785.1.amrfinder,GCA_900178785.1_19789_6_124_genomic.fna,GCA_900178785.1_19789_6_124_protein.faa,GCA_900178785.1_19789_6_124_genomic.gff,
GCA_900178795.1,PDT000024646.1,GCA_900178795.1.amrfinder,GCA_900178795.1_19789_6_116_genomic.fna,GCA_900178795.1_19789_6_116_protein.faa,GCA_900178795.1_19789_6_116_genomic.gff,
GCA_900178805.1,PDT000024641.1,GCA_900178805.1.amrfinder,GCA_900178805.1_19789_6_136_genomic.fna,GCA_900178805.1_19789_6_136_protein.faa,GCA_900178805.1_19789_6_136_genomic.gff,
GCA_900178815.1,PDT000024636.1,GCA_900178815.1.amrfinder,GCA_900178815.1_19789_6_122_genomic.fna,GCA_900178815.1_19789_6_122_protein.faa,GCA_900178815.1_19789_6_122_genomic.gff,
GCA_900178825.1,PDT000024741.1,GCA_900178825.1.amrfinder,GCA_900178825.1_19789_6_112_genomic.fna,GCA_900178825.1_19789_6_112_protein.faa,GCA_900178825.1_19789_6_112_genomic.gff,
GCA_900178835.1,PDT000024715.1,GCA_900178835.1.amrfinder,GCA_900178835.1_19789_6_125_genomic.fna,GCA_900178835.1_19789_6_125_protein.faa,GCA_900178835.1_19789_6_125_genomic.gff,
GCA_900178845.1,PDT000024632.1,GCA_900178845.1.amrfinder,GCA_900178845.1_19789_5_83_genomic.fna,GCA_900178845.1_19789_5_83_protein.faa,GCA_900178845.1_19789_5_83_genomic.gff,
GCA_900178855.1,PDT000024692.1,GCA_900178855.1.amrfinder,GCA_900178855.1_19789_6_126_genomic.fna,GCA_900178855.1_19789_6_126_protein.faa,GCA_900178855.1_19789_6_126_genomic.gff,
GCA_900178865.1,PDT000024677.1,GCA_900178865.1.amrfinder,GCA_900178865.1_19789_6_111_genomic.fna,GCA_900178865.1_19789_6_111_protein.faa,GCA_900178865.1_19789_6_111_genomic.gff,
GCA_900178875.1,PDT000024763.1,GCA_900178875.1.amrfinder,GCA_900178875.1_19789_5_84_genomic.fna,GCA_900178875.1_19789_5_84_protein.faa,GCA_900178875.1_19789_5_84_genomic.gff,
GCA_900178885.1,PDT000024658.1,GCA_900178885.1.amrfinder,GCA_900178885.1_19789_6_113_genomic.fna,GCA_900178885.1_19789_6_113_protein.faa,GCA_900178885.1_19789_6_113_genomic.gff,
GCA_900178895.1,PDT000024688.1,GCA_900178895.1.amrfinder,GCA_900178895.1_19789_6_107_genomic.fna,GCA_900178895.1_19789_6_107_protein.faa,GCA_900178895.1_19789_6_107_genomic.gff,
GCA_900178905.1,PDT000024722.1,GCA_900178905.1.amrfinder,GCA_900178905.1_19789_6_128_genomic.fna,GCA_900178905.1_19789_6_128_protein.faa,GCA_900178905.1_19789_6_128_genomic.gff,
GCA_900178915.1,PDT000024648.1,GCA_900178915.1.amrfinder,GCA_900178915.1_19789_6_129_genomic.fna,GCA_900178915.1_19789_6_129_protein.faa,GCA_900178915.1_19789_6_129_genomic.gff,
GCA_900178925.1,PDT000024783.1,GCA_900178925.1.amrfinder,GCA_900178925.1_19789_6_121_genomic.fna,GCA_900178925.1_19789_6_121_protein.faa,GCA_900178925.1_19789_6_121_genomic.gff,
GCA_900178935.1,PDT000024649.1,GCA_900178935.1.amrfinder,GCA_900178935.1_19789_6_135_genomic.fna,GCA_900178935.1_19789_6_135_protein.faa,GCA_900178935.1_19789_6_135_genomic.gff,
GCA_900178945.1,PDT000024614.1,GCA_900178945.1.amrfinder,GCA_900178945.1_19789_6_102_genomic.fna,GCA_900178945.1_19789_6_102_protein.faa,GCA_900178945.1_19789_6_102_genomic.gff,
GCA_900178955.1,PDT000024706.1,GCA_900178955.1.amrfinder,GCA_900178955.1_19789_6_100_genomic.fna,GCA_900178955.1_19789_6_100_protein.faa,GCA_900178955.1_19789_6_100_genomic.gff,
GCA_900178965.1,PDT000024655.1,GCA_900178965.1.amrfinder,GCA_900178965.1_19647_8_23_genomic.fna,GCA_900178965.1_19647_8_23_protein.faa,GCA_900178965.1_19647_8_23_genomic.gff,
GCA_900178975.1,PDT000024760.1,GCA_900178975.1.amrfinder,GCA_900178975.1_19789_6_127_genomic.fna,GCA_900178975.1_19789_6_127_protein.faa,GCA_900178975.1_19789_6_127_genomic.gff,
GCA_900178985.1,PDT000024785.1,GCA_900178985.1.amrfinder,GCA_900178985.1_19789_6_133_genomic.fna,GCA_900178985.1_19789_6_133_protein.faa,GCA_900178985.1_19789_6_133_genomic.gff,
GCA_900178995.1,PDT000024772.1,GCA_900178995.1.amrfinder,GCA_900178995.1_19789_6_155_genomic.fna,GCA_900178995.1_19789_6_155_protein.faa,GCA_900178995.1_19789_6_155_genomic.gff,
GCA_900179005.1,PDT000024711.1,GCA_900179005.1.amrfinder,GCA_900179005.1_19789_5_58_genomic.fna,GCA_900179005.1_19789_5_58_protein.faa,GCA_900179005.1_19789_5_58_genomic.gff,
GCA_900179015.1,PDT000024613.1,GCA_900179015.1.amrfinder,GCA_900179015.1_19789_6_110_genomic.fna,GCA_900179015.1_19789_6_110_protein.faa,GCA_900179015.1_19789_6_110_genomic.gff,
GCA_900179025.1,PDT000024693.1,GCA_900179025.1.amrfinder,GCA_900179025.1_19789_6_103_genomic.fna,GCA_900179025.1_19789_6_103_protein.faa,GCA_900179025.1_19789_6_103_genomic.gff,
GCA_900179035.1,PDT000024710.1,GCA_900179035.1.amrfinder,GCA_900179035.1_19789_5_60_genomic.fna,GCA_900179035.1_19789_5_60_protein.faa,GCA_900179035.1_19789_5_60_genomic.gff,
GCA_900179045.1,PDT000024619.1,GCA_900179045.1.amrfinder,GCA_900179045.1_19789_5_39_genomic.fna,GCA_900179045.1_19789_5_39_protein.faa,GCA_900179045.1_19789_5_39_genomic.gff,
GCA_900179055.1,PDT000024701.1,GCA_900179055.1.amrfinder,GCA_900179055.1_19789_6_157_genomic.fna,GCA_900179055.1_19789_6_157_protein.faa,GCA_900179055.1_19789_6_157_genomic.gff,
GCA_900179065.1,PDT000024657.1,GCA_900179065.1.amrfinder,GCA_900179065.1_19789_6_163_genomic.fna,GCA_900179065.1_19789_6_163_protein.faa,GCA_900179065.1_19789_6_163_genomic.gff,
GCA_900179075.1,PDT000024713.1,GCA_900179075.1.amrfinder,GCA_900179075.1_19789_6_162_genomic.fna,GCA_900179075.1_19789_6_162_protein.faa,GCA_900179075.1_19789_6_162_genomic.gff,
GCA_900179085.1,PDT000024647.1,GCA_900179085.1.amrfinder,GCA_900179085.1_19789_6_158_genomic.fna,GCA_900179085.1_19789_6_158_protein.faa,GCA_900179085.1_19789_6_158_genomic.gff,
GCA_900179095.1,PDT000024726.1,GCA_900179095.1.amrfinder,GCA_900179095.1_19789_6_164_genomic.fna,GCA_900179095.1_19789_6_164_protein.faa,GCA_900179095.1_19789_6_164_genomic.gff,
GCA_900179105.1,PDT000024675.1,GCA_900179105.1.amrfinder,GCA_900179105.1_19789_6_165_genomic.fna,GCA_900179105.1_19789_6_165_protein.faa,GCA_900179105.1_19789_6_165_genomic.gff,
GCA_900179115.1,PDT000024704.1,GCA_900179115.1.amrfinder,GCA_900179115.1_19789_6_159_genomic.fna,GCA_900179115.1_19789_6_159_protein.faa,GCA_900179115.1_19789_6_159_genomic.gff,
GCA_900179125.1,PDT000024771.1,GCA_900179125.1.amrfinder,GCA_900179125.1_19789_6_38_genomic.fna,GCA_900179125.1_19789_6_38_protein.faa,GCA_900179125.1_19789_6_38_genomic.gff,
GCA_900179135.1,PDT000024776.1,GCA_900179135.1.amrfinder,GCA_900179135.1_19789_6_33_genomic.fna,GCA_900179135.1_19789_6_33_protein.faa,GCA_900179135.1_19789_6_33_genomic.gff,
GCA_900179145.1,PDT000024757.1,GCA_900179145.1.amrfinder,GCA_900179145.1_19789_6_42_genomic.fna,GCA_900179145.1_19789_6_42_protein.faa,GCA_900179145.1_19789_6_42_genomic.gff,
GCA_900179155.1,PDT000024737.1,GCA_900179155.1.amrfinder,GCA_900179155.1_19789_6_29_genomic.fna,GCA_900179155.1_19789_6_29_protein.faa,GCA_900179155.1_19789_6_29_genomic.gff,
GCA_900179165.1,PDT000024789.1,GCA_900179165.1.amrfinder,GCA_900179165.1_19789_6_44_genomic.fna,GCA_900179165.1_19789_6_44_protein.faa,GCA_900179165.1_19789_6_44_genomic.gff,
GCA_900179175.1,PDT000024702.1,GCA_900179175.1.amrfinder,GCA_900179175.1_19789_6_173_genomic.fna,GCA_900179175.1_19789_6_173_protein.faa,GCA_900179175.1_19789_6_173_genomic.gff,
GCA_900179185.1,PDT000024735.1,GCA_900179185.1.amrfinder,GCA_900179185.1_19789_6_51_genomic.fna,GCA_900179185.1_19789_6_51_protein.faa,GCA_900179185.1_19789_6_51_genomic.gff,
GCA_900179195.1,PDT000024730.1,GCA_900179195.1.amrfinder,GCA_900179195.1_19789_6_47_genomic.fna,GCA_900179195.1_19789_6_47_protein.faa,GCA_900179195.1_19789_6_47_genomic.gff,
GCA_900179205.1,PDT000024698.1,GCA_900179205.1.amrfinder,GCA_900179205.1_19789_6_181_genomic.fna,GCA_900179205.1_19789_6_181_protein.faa,GCA_900179205.1_19789_6_181_genomic.gff,
GCA_900179215.1,PDT000024764.1,GCA_900179215.1.amrfinder,GCA_900179215.1_19789_6_167_genomic.fna,GCA_900179215.1_19789_6_167_protein.faa,GCA_900179215.1_19789_6_167_genomic.gff,
GCA_900179225.1,PDT000024685.1,GCA_900179225.1.amrfinder,GCA_900179225.1_19789_6_36_genomic.fna,GCA_900179225.1_19789_6_36_protein.faa,GCA_900179225.1_19789_6_36_genomic.gff,
GCA_900179235.1,PDT000024754.1,GCA_900179235.1.amrfinder,GCA_900179235.1_19789_6_43_genomic.fna,GCA_900179235.1_19789_6_43_protein.faa,GCA_900179235.1_19789_6_43_genomic.gff,
GCA_900179245.1,PDT000024697.1,GCA_900179245.1.amrfinder,GCA_900179245.1_19789_6_40_genomic.fna,GCA_900179245.1_19789_6_40_protein.faa,GCA_900179245.1_19789_6_40_genomic.gff,
GCA_900179255.1,PDT000024644.1,GCA_900179255.1.amrfinder,GCA_900179255.1_19789_6_34_genomic.fna,GCA_900179255.1_19789_6_34_protein.faa,GCA_900179255.1_19789_6_34_genomic.gff,
GCA_900179265.1,PDT000024787.1,GCA_900179265.1.amrfinder,GCA_900179265.1_19789_6_27_genomic.fna,GCA_900179265.1_19789_6_27_protein.faa,GCA_900179265.1_19789_6_27_genomic.gff,
GCA_900179275.1,PDT000024750.1,GCA_900179275.1.amrfinder,GCA_900179275.1_19789_6_183_genomic.fna,GCA_900179275.1_19789_6_183_protein.faa,GCA_900179275.1_19789_6_183_genomic.gff,
GCA_900179285.1,PDT000024747.1,GCA_900179285.1.amrfinder,GCA_900179285.1_19789_6_55_genomic.fna,GCA_900179285.1_19789_6_55_protein.faa,GCA_900179285.1_19789_6_55_genomic.gff,
GCA_900179295.1,PDT000024635.1,GCA_900179295.1.amrfinder,GCA_900179295.1_19789_6_179_genomic.fna,GCA_900179295.1_19789_6_179_protein.faa,GCA_900179295.1_19789_6_179_genomic.gff,
GCA_900179305.1,PDT000024628.1,GCA_900179305.1.amrfinder,GCA_900179305.1_19789_6_171_genomic.fna,GCA_900179305.1_19789_6_171_protein.faa,GCA_900179305.1_19789_6_171_genomic.gff,
GCA_900179315.1,PDT000024753.1,GCA_900179315.1.amrfinder,GCA_900179315.1_19789_6_35_genomic.fna,GCA_900179315.1_19789_6_35_protein.faa,GCA_900179315.1_19789_6_35_genomic.gff,
GCA_900179325.1,PDT000024659.1,GCA_900179325.1.amrfinder,GCA_900179325.1_19789_6_45_genomic.fna,GCA_900179325.1_19789_6_45_protein.faa,GCA_900179325.1_19789_6_45_genomic.gff,
GCA_900179335.1,PDT000024732.1,GCA_900179335.1.amrfinder,GCA_900179335.1_19789_6_56_genomic.fna,GCA_900179335.1_19789_6_56_protein.faa,GCA_900179335.1_19789_6_56_genomic.gff,
GCA_900179345.1,PDT000024709.1,GCA_900179345.1.amrfinder,GCA_900179345.1_19789_6_37_genomic.fna,GCA_900179345.1_19789_6_37_protein.faa,GCA_900179345.1_19789_6_37_genomic.gff,
GCA_900179355.1,PDT000024716.1,GCA_900179355.1.amrfinder,GCA_900179355.1_19789_6_182_genomic.fna,GCA_900179355.1_19789_6_182_protein.faa,GCA_900179355.1_19789_6_182_genomic.gff,
GCA_900179365.1,PDT000024755.1,GCA_900179365.1.amrfinder,GCA_900179365.1_19789_6_50_genomic.fna,GCA_900179365.1_19789_6_50_protein.faa,GCA_900179365.1_19789_6_50_genomic.gff,
GCA_900179375.1,PDT000024721.1,GCA_900179375.1.amrfinder,GCA_900179375.1_19789_6_30_genomic.fna,GCA_900179375.1_19789_6_30_protein.faa,GCA_900179375.1_19789_6_30_genomic.gff,
GCA_900179385.1,PDT000024669.1,GCA_900179385.1.amrfinder,GCA_900179385.1_19789_6_168_genomic.fna,GCA_900179385.1_19789_6_168_protein.faa,GCA_900179385.1_19789_6_168_genomic.gff,
GCA_900179395.1,PDT000024664.1,GCA_900179395.1.amrfinder,GCA_900179395.1_19789_6_53_genomic.fna,GCA_900179395.1_19789_6_53_protein.faa,GCA_900179395.1_19789_6_53_genomic.gff,
GCA_900179405.1,PDT000024691.1,GCA_900179405.1.amrfinder,GCA_900179405.1_19789_6_28_genomic.fna,GCA_900179405.1_19789_6_28_protein.faa,GCA_900179405.1_19789_6_28_genomic.gff,
GCA_900179415.1,PDT000024743.1,GCA_900179415.1.amrfinder,GCA_900179415.1_19789_6_48_genomic.fna,GCA_900179415.1_19789_6_48_protein.faa,GCA_900179415.1_19789_6_48_genomic.gff,
GCA_900179425.1,PDT000024656.1,GCA_900179425.1.amrfinder,GCA_900179425.1_19789_6_184_genomic.fna,GCA_900179425.1_19789_6_184_protein.faa,GCA_900179425.1_19789_6_184_genomic.gff,
GCA_900179435.1,PDT000024642.1,GCA_900179435.1.amrfinder,GCA_900179435.1_19789_6_169_genomic.fna,GCA_900179435.1_19789_6_169_protein.faa,GCA_900179435.1_19789_6_169_genomic.gff,
GCA_900179445.1,PDT000024663.1,GCA_900179445.1.amrfinder,GCA_900179445.1_19789_6_170_genomic.fna,GCA_900179445.1_19789_6_170_protein.faa,GCA_900179445.1_19789_6_170_genomic.gff,
GCA_900179455.1,PDT000024714.1,GCA_900179455.1.amrfinder,GCA_900179455.1_19789_6_52_genomic.fna,GCA_900179455.1_19789_6_52_protein.faa,GCA_900179455.1_19789_6_52_genomic.gff,
GCA_900179465.1,PDT000024626.1,GCA_900179465.1.amrfinder,GCA_900179465.1_19789_6_39_genomic.fna,GCA_900179465.1_19789_6_39_protein.faa,GCA_900179465.1_19789_6_39_genomic.gff,
GCA_900179475.1,PDT000024629.1,GCA_900179475.1.amrfinder,GCA_900179475.1_19789_6_174_genomic.fna,GCA_900179475.1_19789_6_174_protein.faa,GCA_900179475.1_19789_6_174_genomic.gff,
GCA_900179485.1,PDT000024694.1,GCA_900179485.1.amrfinder,GCA_900179485.1_19789_6_46_genomic.fna,GCA_900179485.1_19789_6_46_protein.faa,GCA_900179485.1_19789_6_46_genomic.gff,
GCA_900179495.1,PDT000024770.1,GCA_900179495.1.amrfinder,GCA_900179495.1_19789_6_49_genomic.fna,GCA_900179495.1_19789_6_49_protein.faa,GCA_900179495.1_19789_6_49_genomic.gff,
GCA_900179505.1,PDT000024631.1,GCA_900179505.1.amrfinder,GCA_900179505.1_19789_6_54_genomic.fna,GCA_900179505.1_19789_6_54_protein.faa,GCA_900179505.1_19789_6_54_genomic.gff,
GCA_900179515.1,PDT000024623.1,GCA_900179515.1.amrfinder,GCA_900179515.1_19789_6_172_genomic.fna,GCA_900179515.1_19789_6_172_protein.faa,GCA_900179515.1_19789_6_172_genomic.gff,
GCA_900179525.1,PDT000024671.1,GCA_900179525.1.amrfinder,GCA_900179525.1_19789_6_57_genomic.fna,GCA_900179525.1_19789_6_57_protein.faa,GCA_900179525.1_19789_6_57_genomic.gff,
GCA_900179535.1,PDT000024660.1,GCA_900179535.1.amrfinder,GCA_900179535.1_19789_6_32_genomic.fna,GCA_900179535.1_19789_6_32_protein.faa,GCA_900179535.1_19789_6_32_genomic.gff,
GCA_900179545.1,PDT000024762.1,GCA_900179545.1.amrfinder,GCA_900179545.1_19789_6_31_genomic.fna,GCA_900179545.1_19789_6_31_protein.faa,GCA_900179545.1_19789_6_31_genomic.gff,
GCA_900179555.1,PDT000024682.1,GCA_900179555.1.amrfinder,GCA_900179555.1_19789_6_58_genomic.fna,GCA_900179555.1_19789_6_58_protein.faa,GCA_900179555.1_19789_6_58_genomic.gff,
GCA_900179565.1,PDT000024728.1,GCA_900179565.1.amrfinder,GCA_900179565.1_19789_6_60_genomic.fna,GCA_900179565.1_19789_6_60_protein.faa,GCA_900179565.1_19789_6_60_genomic.gff,
GCA_900179575.1,PDT000024616.1,GCA_900179575.1.amrfinder,GCA_900179575.1_19789_6_62_genomic.fna,GCA_900179575.1_19789_6_62_protein.faa,GCA_900179575.1_19789_6_62_genomic.gff,
GCA_900179585.1,PDT000024618.1,GCA_900179585.1.amrfinder,GCA_900179585.1_19789_6_61_genomic.fna,GCA_900179585.1_19789_6_61_protein.faa,GCA_900179585.1_19789_6_61_genomic.gff,
GCA_900179595.1,PDT000024748.1,GCA_900179595.1.amrfinder,GCA_900179595.1_19789_6_63_genomic.fna,GCA_900179595.1_19789_6_63_protein.faa,GCA_900179595.1_19789_6_63_genomic.gff,
GCA_900179605.1,PDT000024719.1,GCA_900179605.1.amrfinder,GCA_900179605.1_19789_6_64_genomic.fna,GCA_900179605.1_19789_6_64_protein.faa,GCA_900179605.1_19789_6_64_genomic.gff,
GCA_900179615.1,PDT000024745.1,GCA_900179615.1.amrfinder,GCA_900179615.1_19789_6_66_genomic.fna,GCA_900179615.1_19789_6_66_protein.faa,GCA_900179615.1_19789_6_66_genomic.gff,
GCA_900179625.1,PDT000024781.1,GCA_900179625.1.amrfinder,GCA_900179625.1_19789_6_67_genomic.fna,GCA_900179625.1_19789_6_67_protein.faa,GCA_900179625.1_19789_6_67_genomic.gff,
GCA_900179635.1,PDT000024786.1,GCA_900179635.1.amrfinder,GCA_900179635.1_19789_6_65_genomic.fna,GCA_900179635.1_19789_6_65_protein.faa,GCA_900179635.1_19789_6_65_genomic.gff,
GCA_900179645.1,PDT000024738.1,GCA_900179645.1.amrfinder,GCA_900179645.1_19789_6_72_genomic.fna,GCA_900179645.1_19789_6_72_protein.faa,GCA_900179645.1_19789_6_72_genomic.gff,
GCA_900179655.1,PDT000024615.1,GCA_900179655.1.amrfinder,GCA_900179655.1_19789_6_70_genomic.fna,GCA_900179655.1_19789_6_70_protein.faa,GCA_900179655.1_19789_6_70_genomic.gff,
GCA_900179665.1,PDT000024774.1,GCA_900179665.1.amrfinder,GCA_900179665.1_19789_6_69_genomic.fna,GCA_900179665.1_19789_6_69_protein.faa,GCA_900179665.1_19789_6_69_genomic.gff,
GCA_900179675.1,PDT000024690.1,GCA_900179675.1.amrfinder,GCA_900179675.1_19789_6_68_genomic.fna,GCA_900179675.1_19789_6_68_protein.faa,GCA_900179675.1_19789_6_68_genomic.gff,
GCA_900179685.1,PDT000024700.1,GCA_900179685.1.amrfinder,GCA_900179685.1_19789_6_75_genomic.fna,GCA_900179685.1_19789_6_75_protein.faa,GCA_900179685.1_19789_6_75_genomic.gff,
GCA_900179695.1,PDT000024620.1,GCA_900179695.1.amrfinder,GCA_900179695.1_19789_6_73_genomic.fna,GCA_900179695.1_19789_6_73_protein.faa,GCA_900179695.1_19789_6_73_genomic.gff,
GCA_900179705.1,PDT000024727.1,GCA_900179705.1.amrfinder,GCA_900179705.1_19789_6_74_genomic.fna,GCA_900179705.1_19789_6_74_protein.faa,GCA_900179705.1_19789_6_74_genomic.gff,
GCA_900179715.1,PDT000024769.1,GCA_900179715.1.amrfinder,GCA_900179715.1_19789_6_71_genomic.fna,GCA_900179715.1_19789_6_71_protein.faa,GCA_900179715.1_19789_6_71_genomic.gff,
GCA_900179725.1,PDT000024653.1,GCA_900179725.1.amrfinder,GCA_900179725.1_19789_6_93_genomic.fna,GCA_900179725.1_19789_6_93_protein.faa,GCA_900179725.1_19789_6_93_genomic.gff,
GCA_900179735.1,PDT000024612.1,GCA_900179735.1.amrfinder,GCA_900179735.1_19789_7_25_genomic.fna,GCA_900179735.1_19789_7_25_protein.faa,GCA_900179735.1_19789_7_25_genomic.gff,
GCA_900179745.1,PDT000024733.1,GCA_900179745.1.amrfinder,GCA_900179745.1_19789_6_82_genomic.fna,GCA_900179745.1_19789_6_82_protein.faa,GCA_900179745.1_19789_6_82_genomic.gff,
GCA_900179755.1,PDT000024643.1,GCA_900179755.1.amrfinder,GCA_900179755.1_19789_6_89_genomic.fna,GCA_900179755.1_19789_6_89_protein.faa,GCA_900179755.1_19789_6_89_genomic.gff,
GCA_900179765.1,PDT000024778.1,GCA_900179765.1.amrfinder,GCA_900179765.1_19789_7_107_genomic.fna,GCA_900179765.1_19789_7_107_protein.faa,GCA_900179765.1_19789_7_107_genomic.gff,
GCA_900179775.1,PDT000024773.1,GCA_900179775.1.amrfinder,GCA_900179775.1_19789_6_94_genomic.fna,GCA_900179775.1_19789_6_94_protein.faa,GCA_900179775.1_19789_6_94_genomic.gff,
GCA_900179785.1,PDT000024679.1,GCA_900179785.1.amrfinder,GCA_900179785.1_19789_6_99_genomic.fna,GCA_900179785.1_19789_6_99_protein.faa,GCA_900179785.1_19789_6_99_genomic.gff,
GCA_900179795.1,PDT000024652.1,GCA_900179795.1.amrfinder,GCA_900179795.1_19789_6_92_genomic.fna,GCA_900179795.1_19789_6_92_protein.faa,GCA_900179795.1_19789_6_92_genomic.gff,
GCA_900179805.1,PDT000024630.1,GCA_900179805.1.amrfinder,GCA_900179805.1_19789_7_1_genomic.fna,GCA_900179805.1_19789_7_1_protein.faa,GCA_900179805.1_19789_7_1_genomic.gff,
GCA_900179815.1,PDT000024676.1,GCA_900179815.1.amrfinder,GCA_900179815.1_19789_6_84_genomic.fna,GCA_900179815.1_19789_6_84_protein.faa,GCA_900179815.1_19789_6_84_genomic.gff,
GCA_900179825.1,PDT000024777.1,GCA_900179825.1.amrfinder,GCA_900179825.1_19789_6_86_genomic.fna,GCA_900179825.1_19789_6_86_protein.faa,GCA_900179825.1_19789_6_86_genomic.gff,
GCA_900179835.1,PDT000024708.1,GCA_900179835.1.amrfinder,GCA_900179835.1_19789_7_26_genomic.fna,GCA_900179835.1_19789_7_26_protein.faa,GCA_900179835.1_19789_7_26_genomic.gff,
GCA_900179845.1,PDT000024756.1,GCA_900179845.1.amrfinder,GCA_900179845.1_19789_6_90_genomic.fna,GCA_900179845.1_19789_6_90_protein.faa,GCA_900179845.1_19789_6_90_genomic.gff,
GCA_900179855.1,PDT000024759.1,GCA_900179855.1.amrfinder,GCA_900179855.1_19789_6_80_genomic.fna,GCA_900179855.1_19789_6_80_protein.faa,GCA_900179855.1_19789_6_80_genomic.gff,
GCA_900179865.1,PDT000024640.1,GCA_900179865.1.amrfinder,GCA_900179865.1_19789_6_81_genomic.fna,GCA_900179865.1_19789_6_81_protein.faa,GCA_900179865.1_19789_6_81_genomic.gff,
GCA_900179875.1,PDT000024780.1,GCA_900179875.1.amrfinder,GCA_900179875.1_19789_7_2_genomic.fna,GCA_900179875.1_19789_7_2_protein.faa,GCA_900179875.1_19789_7_2_genomic.gff,
GCA_900179885.1,PDT000024720.1,GCA_900179885.1.amrfinder,GCA_900179885.1_19789_7_108_genomic.fna,GCA_900179885.1_19789_7_108_protein.faa,GCA_900179885.1_19789_7_108_genomic.gff,
GCA_900179895.1,PDT000024689.1,GCA_900179895.1.amrfinder,GCA_900179895.1_19789_6_79_genomic.fna,GCA_900179895.1_19789_6_79_protein.faa,GCA_900179895.1_19789_6_79_genomic.gff,
