string_field_0,string_field_1,string_field_2,string_field_3
PDS000000110.2,PDT000003878.1,SAMEA104670927,
PDS000000110.2,PDT000003880.1,SAMEA104670929,
PDS000000110.2,PDT000003881.1,SAMEA104670930,
PDS000000110.2,PDT000003882.1,SAMEA104670933,
PDS000000110.2,PDT000003883.1,SAMEA104670934,
PDS000000110.2,PDT000003884.1,SAMEA104670935,
PDS000000110.2,PDT000003885.1,SAMEA104670999,
PDS000000110.2,PDT000003886.1,SAMEA104671000,
PDS000000110.2,PDT000003887.1,SAMEA104671001,
PDS000000110.2,PDT000003888.1,SAMEA104671003,
PDS000000110.2,PDT000003892.1,SAMEA104671012,
PDS000000110.2,PDT000003903.1,SAMEA104671179,
PDS000000110.2,PDT000003910.1,SAMEA104671187,
PDS000000110.2,PDT000003911.1,SAMEA104671188,
PDS000000110.2,PDT000003912.1,SAMEA104671189,
PDS000000110.2,PDT000003914.1,SAMEA104671191,
PDS000000110.2,PDT000003918.1,SAMEA104671196,
PDS000000110.2,PDT000003919.1,SAMEA104671197,
PDS000000110.2,PDT000003920.1,SAMEA104671198,
PDS000000110.2,PDT000003921.1,SAMEA104671199,
PDS000000110.2,PDT000004104.1,SAMEA104693484,
PDS000000110.2,PDT000004156.1,SAMEA104693990,
PDS000000110.2,PDT000004332.1,SAMEA1045534,
PDS000000110.2,PDT000004344.1,SAMEA1045546,
PDS000000110.2,PDT000004346.1,SAMEA1045548,
PDS000000110.2,PDT000004347.1,SAMEA1045549,
PDS000000110.2,PDT000004348.1,SAMEA1045559,
PDS000000110.2,PDT000004351.1,SAMEA1045562,
PDS000000110.2,PDT000004355.1,SAMEA1045566,
PDS000000110.2,PDT000004356.1,SAMEA1045567,
PDS000000110.2,PDT000004364.1,SAMEA1045575,
PDS000000110.2,PDT000004366.1,SAMEA1045577,
PDS000000110.2,PDT000004369.1,SAMEA1045580,
PDS000000110.2,PDT000004370.1,SAMEA1045581,
PDS000000110.2,PDT000004371.1,SAMEA1045582,
PDS000000110.2,PDT000004375.1,SAMEA1045586,
PDS000000110.2,PDT000004376.1,SAMEA1045587,
PDS000000110.2,PDT000004378.1,SAMEA1045589,
PDS000000110.2,PDT000004380.1,SAMEA1045591,
PDS000000110.2,PDT000004387.1,SAMEA1045598,
PDS000000110.2,PDT000004390.1,SAMEA1045601,
PDS000000110.2,PDT000004424.1,SAMEA1045635,
PDS000000110.2,PDT000005335.1,SAMEA4885381,
PDS000000110.2,PDT000005342.1,SAMEA4885330,
PDS000000110.2,PDT000005343.1,SAMEA4885236,
PDS000000110.2,PDT000005360.1,SAMEA4885426,
PDS000000110.2,PDT000005394.1,SAMEA4885394,
PDS000000110.2,PDT000005435.1,SAMEA4885523,
PDS000000110.2,PDT000005443.1,SAMEA4885501,
PDS000000110.2,PDT000005478.1,SAMEA4885521,
PDS000000110.2,PDT000005484.1,SAMEA4885502,
PDS000000110.2,PDT000005579.1,SAMEA4885277,
PDS000000110.2,PDT000005581.1,SAMEA4885234,
PDS000000110.2,PDT000005591.1,SAMEA4885511,
PDS000000110.2,PDT000005610.1,SAMEA4885614,
PDS000000110.2,PDT000005614.1,SAMEA4885471,
PDS000000110.2,PDT000005617.1,SAMEA4885535,
PDS000000110.2,PDT000005631.2,SAMEA4885558,
PDS000000110.2,PDT000005649.1,SAMEA4885519,
PDS000000110.2,PDT000005650.1,SAMEA4885506,
PDS000000110.2,PDT000005675.1,SAMEA4885482,
PDS000000110.2,PDT000005688.1,SAMEA4885230,
PDS000000110.2,PDT000005692.1,SAMEA4885620,
PDS000000110.2,PDT000005696.1,SAMEA4885522,
PDS000000110.2,PDT000005764.1,SAMEA4885532,
PDS000000110.2,PDT000005774.1,SAMEA4885510,
PDS000000110.2,PDT000005790.1,SAMEA4885639,
PDS000000110.2,PDT000005806.1,SAMEA4885939,
PDS000000110.2,PDT000005838.1,SAMEA4885520,
PDS000000110.2,PDT000005851.1,SAMEA4885533,
PDS000000110.2,PDT000005854.1,SAMEA4885124,
PDS000000110.2,PDT000005862.1,SAMEA4885764,
PDS000000110.2,PDT000005867.2,SAMEA4885653,
PDS000000110.2,PDT000005874.1,SAMEA4885369,
PDS000000110.2,PDT000005882.1,SAMEA4885512,
PDS000000110.2,PDT000005884.1,SAMEA4885304,
PDS000000110.2,PDT000005886.1,SAMEA4885498,
PDS000000110.2,PDT000005913.1,SAMEA4885497,
PDS000000110.2,PDT000005939.1,SAMEA4885424,
PDS000000110.2,PDT000005952.1,SAMEA4885411,
PDS000000110.2,PDT000005972.1,SAMEA4885769,
PDS000000110.2,PDT000005985.1,SAMEA4885370,
PDS000000110.2,PDT000005991.1,SAMEA4885182,
PDS000000110.2,PDT000006011.1,SAMEA4885508,
PDS000000110.2,PDT000006019.1,SAMEA4885530,
PDS000000110.2,PDT000006034.2,SAMEA4885429,
PDS000000110.2,PDT000006049.1,SAMEA4885793,
PDS000000110.2,PDT000006051.1,SAMEA4885618,
PDS000000110.2,PDT000006059.2,SAMEA4885436,
PDS000000110.2,PDT000006096.1,SAMEA4885518,
PDS000000110.2,PDT000006146.1,SAMEA4885509,
PDS000000110.2,PDT000006180.1,SAMEA4885257,
PDS000000110.2,PDT000006182.1,SAMEA4885528,
PDS000000110.2,PDT000006191.1,SAMEA4885125,
PDS000000110.2,PDT000006221.1,SAMEA4885430,
PDS000000110.2,PDT000006225.1,SAMEA4885392,
PDS000000110.2,PDT000006269.1,SAMEA4885516,
PDS000000110.2,PDT000006287.1,SAMEA4885496,
PDS000000110.2,PDT000006295.1,SAMEA4885507,
PDS000000110.2,PDT000006297.1,SAMEA4885433,
PDS000000110.2,PDT000006319.1,SAMEA4885763,
PDS000000110.2,PDT000006329.1,SAMEA4885260,
PDS000000110.2,PDT000006370.1,SAMEA4885809,
PDS000000110.2,PDT000006392.1,SAMEA4885393,
PDS000000110.2,PDT000006397.1,SAMEA4885580,
PDS000000110.2,PDT000006402.1,SAMEA4885617,
PDS000000110.2,PDT000006416.1,SAMEA4885472,
PDS000000110.2,PDT000006419.1,SAMEA4885385,
PDS000000110.2,PDT000006434.1,SAMEA4885621,
PDS000000110.2,PDT000006437.1,SAMEA4885420,
PDS000000110.2,PDT000006454.1,SAMEA4885634,
PDS000000110.2,PDT000006457.1,SAMEA4885526,
PDS000000110.2,PDT000006473.1,SAMEA4885513,
PDS000000110.2,PDT000006490.1,SAMEA4885258,
PDS000000110.2,PDT000006500.1,SAMEA4885549,
PDS000000110.2,PDT000006513.1,SAMEA4885788,
PDS000000110.2,PDT000006542.1,SAMEA4885603,
PDS000000110.2,PDT000006545.1,SAMEA4885261,
PDS000000110.2,PDT000006553.1,SAMEA4885542,
PDS000000110.2,PDT000006625.1,SAMEA4885428,
PDS000000110.2,PDT000006639.1,SAMEA4885431,
PDS000000110.2,PDT000006647.1,SAMEA4885395,
PDS000000110.2,PDT000006652.1,SAMEA4885306,
PDS000000110.2,PDT000006660.1,SAMEA4885531,
PDS000000110.2,PDT000006672.1,SAMEA4885399,
PDS000000110.2,PDT000006676.1,SAMEA4885524,
PDS000000110.2,PDT000006679.2,SAMEA4885269,
PDS000000110.2,PDT000006688.1,SAMEA4885189,
PDS000000110.2,PDT000006690.1,SAMEA4885810,
PDS000000110.2,PDT000006701.1,SAMEA4885505,
PDS000000110.2,PDT000006721.1,SAMEA4885814,
PDS000000110.2,PDT000006753.1,SAMEA4885615,
PDS000000110.2,PDT000006772.1,SAMEA4885504,
PDS000000110.2,PDT000006783.1,SAMEA4885500,
PDS000000110.2,PDT000006789.2,SAMEA4885396,
PDS000000110.2,PDT000006814.1,SAMEA4885612,
PDS000000110.2,PDT000006835.1,SAMEA4885630,
PDS000000110.2,PDT000006839.1,SAMEA4885427,
PDS000000110.2,PDT000006841.1,SAMEA4885821,
PDS000000110.2,PDT000006879.1,SAMEA4885332,
PDS000000110.2,PDT000006887.1,SAMEA4885316,
PDS000000110.2,PDT000006896.1,SAMEA4885278,
PDS000000110.2,PDT000007157.1,SAMEA5223914,
PDS000000110.2,PDT000007181.1,SAMEA5223938,
PDS000000110.2,PDT000007183.1,SAMEA5223940,
PDS000000110.2,PDT000007184.1,SAMEA5223941,
PDS000000110.2,PDT000007190.1,SAMEA5223947,
PDS000000110.2,PDT000007191.1,SAMEA5223948,
PDS000000110.2,PDT000007250.1,SAMEA5224007,
PDS000000110.2,PDT000007260.1,SAMEA5224017,
PDS000000110.2,PDT000007270.1,SAMEA5224027,
PDS000000110.2,PDT000007273.2,SAMEA5224030,
PDS000000110.2,PDT000007280.1,SAMEA5224037,
PDS000000110.2,PDT000007303.1,SAMEA5224060,
PDS000000110.2,PDT000007304.1,SAMEA5224061,
PDS000000110.2,PDT000007306.1,SAMEA5224063,
PDS000000110.2,PDT000007307.1,SAMEA5224064,
PDS000000110.2,PDT000007315.1,SAMEA5224072,
PDS000000110.2,PDT000007319.1,SAMEA5224076,
PDS000000110.2,PDT000007326.1,SAMEA5224083,
PDS000000110.2,PDT000007339.2,SAMEA5224096,
PDS000000110.2,PDT000007342.1,SAMEA5224099,
PDS000000110.2,PDT000007380.1,SAMEA5224157,
PDS000000110.2,PDT000008234.1,SAMEA5368099,
PDS000000110.2,PDT000008240.1,SAMEA5368400,
PDS000000110.2,PDT000008241.1,SAMEA5368492,
PDS000000110.2,PDT000008242.1,SAMEA5368385,
PDS000000110.2,PDT000008435.1,SAMEA5368159,
PDS000000110.2,PDT000008436.1,SAMEA5368135,
PDS000000110.2,PDT000008444.1,SAMEA5368107,
PDS000000110.2,PDT000008449.1,SAMEA5367792,
PDS000000110.2,PDT000008450.1,SAMEA5368383,
PDS000000110.2,PDT000008451.1,SAMEA5368402,
PDS000000110.2,PDT000008452.1,SAMEA5368401,
PDS000000110.2,PDT000008453.1,SAMEA5368396,
PDS000000110.2,PDT000008454.1,SAMEA5367813,
PDS000000110.2,PDT000008542.1,SAMEA5368244,
PDS000000110.2,PDT000008611.1,SAMEA5368475,
PDS000000110.2,PDT000008622.1,SAMEA5368632,
PDS000000110.2,PDT000008830.2,SAMEA5368601,
PDS000000110.2,PDT000009009.1,SAMEA5367990,
PDS000000110.2,PDT000010386.1,SAMEA3180236,
PDS000000110.2,PDT000010389.1,SAMEA3180239,
PDS000000110.2,PDT000010393.1,SAMEA3180243,
PDS000000110.2,PDT000010395.1,SAMEA3180245,
PDS000000110.2,PDT000010397.1,SAMEA3180247,
PDS000000110.2,PDT000010404.1,SAMEA3180254,
PDS000000110.2,PDT000010411.1,SAMEA3180261,
PDS000000110.2,PDT000010413.1,SAMEA3180263,
PDS000000110.2,PDT000010420.1,SAMEA3180270,
PDS000000110.2,PDT000010427.1,SAMEA3180284,
PDS000000110.2,PDT000010430.1,SAMEA3180290,
PDS000000110.2,PDT000010439.1,SAMEA3180301,
PDS000000110.2,PDT000010442.1,SAMEA3180304,
PDS000000110.2,PDT000010447.1,SAMEA3180309,
PDS000000110.2,PDT000010449.1,SAMEA3180311,
PDS000000110.2,PDT000010451.1,SAMEA3180313,
PDS000000110.2,PDT000010454.1,SAMEA3180316,
PDS000000110.2,PDT000010456.1,SAMEA3180318,
PDS000000110.2,PDT000010459.1,SAMEA3180321,
PDS000000110.2,PDT000010465.1,SAMEA3180327,
PDS000000110.2,PDT000010471.1,SAMEA3180333,
PDS000000110.2,PDT000010479.1,SAMEA3180341,
PDS000000110.2,PDT000010485.1,SAMEA3180347,
PDS000000110.2,PDT000010498.1,SAMEA3180360,
PDS000000110.2,PDT000010513.1,SAMEA3180375,
PDS000000110.2,PDT000010520.1,SAMEA3180386,
PDS000000110.2,PDT000010524.1,SAMEA3180390,
PDS000000110.2,PDT000010525.1,SAMEA3180391,
PDS000000110.2,PDT000010527.1,SAMEA3180393,
PDS000000110.2,PDT000010531.1,SAMEA3180420,
PDS000000110.2,PDT000010533.1,SAMEA3180422,
PDS000000110.2,PDT000010535.1,SAMEA3180424,
PDS000000110.2,PDT000010538.1,SAMEA3180427,
PDS000000110.2,PDT000010551.1,SAMEA3180440,
PDS000000110.2,PDT000010553.1,SAMEA3180442,
PDS000000110.2,PDT000010557.1,SAMEA3180446,
PDS000000110.2,PDT000010568.1,SAMEA3180505,
PDS000000110.2,PDT000010570.1,SAMEA3180507,
PDS000000110.2,PDT000010572.1,SAMEA3180509,
PDS000000110.2,PDT000010576.1,SAMEA3180513,
PDS000000110.2,PDT000010581.1,SAMEA3180578,
PDS000000110.2,PDT000010584.1,SAMEA3180747,
PDS000000110.2,PDT000010585.1,SAMEA3180819,
PDS000000110.2,PDT000010586.1,SAMEA3180834,
PDS000000110.2,PDT000010587.1,SAMEA3180835,
PDS000000110.2,PDT000010588.1,SAMEA3180836,
PDS000000110.2,PDT000010597.1,SAMEA3182019,
PDS000000110.2,PDT000010598.1,SAMEA3182020,
PDS000000110.2,PDT000010601.1,SAMEA3182023,
PDS000000110.2,PDT000010603.1,SAMEA3182025,
PDS000000110.2,PDT000010606.1,SAMEA3182028,
PDS000000110.2,PDT000010609.1,SAMEA3182031,
PDS000000110.2,PDT000010610.1,SAMEA3182032,
PDS000000110.2,PDT000010612.1,SAMEA3182034,
PDS000000110.2,PDT000010613.1,SAMEA3182035,
PDS000000110.2,PDT000010615.1,SAMEA3182037,
PDS000000110.2,PDT000010619.1,SAMEA3182041,
PDS000000110.2,PDT000010866.1,SAMEA3108572,
PDS000000110.2,PDT000010868.1,SAMEA3108574,
PDS000000110.2,PDT000010885.1,SAMEA3108591,
PDS000000110.2,PDT000010895.1,SAMEA3108601,
PDS000000110.2,PDT000010908.1,SAMEA3108614,
PDS000000110.2,PDT000011206.1,SAMEA3304379,
PDS000000110.2,PDT000011314.1,SAMEA3304493,
PDS000000110.2,PDT000011315.1,SAMEA3304494,
PDS000000110.2,PDT000011316.1,SAMEA3304495,
PDS000000110.2,PDT000011326.1,SAMEA3304505,
PDS000000110.2,PDT000011327.1,SAMEA3304506,
PDS000000110.2,PDT000011351.1,SAMEA3304199,
PDS000000110.2,PDT000016123.1,SAMN05375118,
PDS000000110.2,PDT000016209.1,SAMN05510547,
PDS000000110.2,PDT000016210.1,SAMN05510548,
PDS000000110.2,PDT000016212.1,SAMN05510558,
PDS000000110.2,PDT000016240.1,SAMN05510588,
PDS000000110.2,PDT000016279.1,SAMN05510628,
PDS000000110.2,PDT000016287.1,SAMN05510636,
PDS000000110.2,PDT000016288.1,SAMN05510556,
PDS000000110.2,PDT000017146.1,SAMN05831091,
PDS000000110.2,PDT000018690.1,SAMN08595926,
PDS000000110.2,PDT000018701.2,SAMN08596089,
PDS000000110.2,PDT000018724.1,SAMN08596205,
PDS000000110.2,PDT000018729.2,SAMN08596080,
PDS000000110.2,PDT000018798.1,SAMN08596096,
PDS000000110.2,PDT000018802.2,SAMN08595963,
PDS000000110.2,PDT000018803.1,SAMN08595964,
PDS000000110.2,PDT000018810.1,SAMN08596046,
PDS000000110.2,PDT000018832.1,SAMN08596012,
PDS000000110.2,PDT000018871.1,SAMN08596070,
PDS000000110.2,PDT000018909.1,SAMN08595925,
PDS000000110.2,PDT000023130.2,SAMN11579795,
PDS000000560.1,PDT000000978.1,SAMEA3531622,
PDS000000560.1,PDT000007062.1,SAMEA5128227,
PDS000000560.1,PDT000007069.2,SAMEA5128252,
PDS000000560.1,PDT000007362.1,SAMEA5224131,
PDS000000560.1,PDT000008035.2,SAMEA5368085,
PDS000000560.1,PDT000008036.1,SAMEA5367773,
PDS000000560.1,PDT000008037.1,SAMEA5368209,
PDS000000560.1,PDT000008039.1,SAMEA5368064,
PDS000000560.1,PDT000008040.1,SAMEA5368065,
PDS000000560.1,PDT000008041.2,SAMEA5368206,
PDS000000560.1,PDT000008042.1,SAMEA5368056,
PDS000000560.1,PDT000008047.1,SAMEA5368067,
PDS000000560.1,PDT000008051.1,SAMEA5368193,
PDS000000560.1,PDT000008056.1,SAMEA5368250,
PDS000000560.1,PDT000008064.1,SAMEA5368019,
PDS000000560.1,PDT000008065.1,SAMEA5368011,
PDS000000560.1,PDT000008066.1,SAMEA5368537,
PDS000000560.1,PDT000008067.1,SAMEA5368442,
PDS000000560.1,PDT000008068.1,SAMEA5368084,
PDS000000560.1,PDT000008069.1,SAMEA5368082,
PDS000000560.1,PDT000008070.1,SAMEA5368089,
PDS000000560.1,PDT000008071.1,SAMEA5368202,
PDS000000560.1,PDT000008072.1,SAMEA5367937,
PDS000000560.1,PDT000008073.1,SAMEA5368347,
PDS000000560.1,PDT000008074.1,SAMEA5368006,
PDS000000560.1,PDT000008075.1,SAMEA5368081,
PDS000000560.1,PDT000008076.1,SAMEA5368028,
PDS000000560.1,PDT000008077.1,SAMEA5368038,
PDS000000560.1,PDT000008078.1,SAMEA5368049,
PDS000000560.1,PDT000008085.1,SAMEA5368079,
PDS000000560.1,PDT000008086.1,SAMEA5368061,
PDS000000560.1,PDT000008087.1,SAMEA5368059,
PDS000000560.1,PDT000008088.1,SAMEA5368598,
PDS000000560.1,PDT000008102.2,SAMEA5368459,
PDS000000560.1,PDT000008116.1,SAMEA5368626,
PDS000000560.1,PDT000008117.2,SAMEA5368558,
PDS000000560.1,PDT000008136.1,SAMEA5368309,
PDS000000560.1,PDT000008144.1,SAMEA5368217,
PDS000000560.1,PDT000008145.1,SAMEA5368131,
PDS000000560.1,PDT000008146.2,SAMEA5368320,
PDS000000560.1,PDT000008147.1,SAMEA5368264,
PDS000000560.1,PDT000008148.1,SAMEA5368118,
PDS000000560.1,PDT000008149.1,SAMEA5368366,
PDS000000560.1,PDT000008150.1,SAMEA5368399,
PDS000000560.1,PDT000008151.1,SAMEA5368121,
PDS000000560.1,PDT000008152.1,SAMEA5368517,
PDS000000560.1,PDT000008153.1,SAMEA5368062,
PDS000000560.1,PDT000008160.1,SAMEA5368057,
PDS000000560.1,PDT000008161.1,SAMEA5368058,
PDS000000560.1,PDT000008162.1,SAMEA5367956,
PDS000000560.1,PDT000008166.1,SAMEA5367923,
PDS000000560.1,PDT000008167.1,SAMEA5367924,
PDS000000560.1,PDT000008168.1,SAMEA5367927,
PDS000000560.1,PDT000008169.1,SAMEA5368012,
PDS000000560.1,PDT000008170.1,SAMEA5368003,
PDS000000560.1,PDT000008171.1,SAMEA5368002,
PDS000000560.1,PDT000008172.1,SAMEA5368010,
PDS000000560.1,PDT000008173.1,SAMEA5367994,
PDS000000560.1,PDT000008174.1,SAMEA5368000,
PDS000000560.1,PDT000008179.1,SAMEA5368046,
PDS000000560.1,PDT000008180.1,SAMEA5368043,
PDS000000560.1,PDT000008181.2,SAMEA5368045,
PDS000000560.1,PDT000008182.1,SAMEA5368021,
PDS000000560.1,PDT000008183.1,SAMEA5368037,
PDS000000560.1,PDT000008184.1,SAMEA5368024,
PDS000000560.1,PDT000008185.1,SAMEA5368033,
PDS000000560.1,PDT000008186.1,SAMEA5368018,
PDS000000560.1,PDT000008187.1,SAMEA5368032,
PDS000000560.1,PDT000008188.1,SAMEA5368020,
PDS000000560.1,PDT000008189.1,SAMEA5368015,
PDS000000560.1,PDT000008190.1,SAMEA5368017,
PDS000000560.1,PDT000008191.1,SAMEA5368014,
PDS000000560.1,PDT000008192.1,SAMEA5368022,
PDS000000560.1,PDT000008195.1,SAMEA5368004,
PDS000000560.1,PDT000008196.1,SAMEA5368027,
PDS000000560.1,PDT000008197.1,SAMEA5368013,
PDS000000560.1,PDT000008205.1,SAMEA5368384,
PDS000000560.1,PDT000008206.1,SAMEA5367799,
PDS000000560.1,PDT000008207.1,SAMEA5367801,
PDS000000560.1,PDT000008208.1,SAMEA5368484,
PDS000000560.1,PDT000008214.1,SAMEA5368077,
PDS000000560.1,PDT000008215.1,SAMEA5368102,
PDS000000560.1,PDT000008216.1,SAMEA5368097,
PDS000000560.1,PDT000008217.1,SAMEA5368092,
PDS000000560.1,PDT000008218.1,SAMEA5368094,
PDS000000560.1,PDT000008219.2,SAMEA5368095,
PDS000000560.1,PDT000008220.1,SAMEA5368096,
PDS000000560.1,PDT000008221.2,SAMEA5368103,
PDS000000560.1,PDT000008222.1,SAMEA5368105,
PDS000000560.1,PDT000008223.1,SAMEA5368093,
PDS000000560.1,PDT000008224.1,SAMEA5368104,
PDS000000560.1,PDT000008225.2,SAMEA5368091,
PDS000000560.1,PDT000008231.1,SAMEA5368072,
PDS000000560.1,PDT000008235.1,SAMEA5368078,
PDS000000560.1,PDT000008236.1,SAMEA5368101,
PDS000000560.1,PDT000008237.1,SAMEA5368051,
PDS000000560.1,PDT000008238.2,SAMEA5367793,
PDS000000560.1,PDT000008245.1,SAMEA5367789,
PDS000000560.1,PDT000008246.1,SAMEA5368386,
PDS000000560.1,PDT000008247.1,SAMEA5368477,
PDS000000560.1,PDT000008361.1,SAMEA5368164,
PDS000000560.1,PDT000008365.1,SAMEA5368156,
PDS000000560.1,PDT000008378.1,SAMEA5368170,
PDS000000560.1,PDT000008379.1,SAMEA5368181,
PDS000000560.1,PDT000008380.1,SAMEA5368188,
PDS000000560.1,PDT000008381.2,SAMEA5368177,
PDS000000560.1,PDT000008382.1,SAMEA5368153,
PDS000000560.1,PDT000008383.1,SAMEA5368178,
PDS000000560.1,PDT000008384.1,SAMEA5368182,
PDS000000560.1,PDT000008385.1,SAMEA5368179,
PDS000000560.1,PDT000008386.1,SAMEA5368151,
PDS000000560.1,PDT000008387.1,SAMEA5368120,
PDS000000560.1,PDT000008388.1,SAMEA5368197,
PDS000000560.1,PDT000008389.1,SAMEA5368138,
PDS000000560.1,PDT000008390.1,SAMEA5368139,
PDS000000560.1,PDT000008391.1,SAMEA5368186,
PDS000000560.1,PDT000008392.2,SAMEA5368187,
PDS000000560.1,PDT000008393.1,SAMEA5368125,
PDS000000560.1,PDT000008394.1,SAMEA5368130,
PDS000000560.1,PDT000008395.1,SAMEA5368127,
PDS000000560.1,PDT000008396.2,SAMEA5368195,
PDS000000560.1,PDT000008397.1,SAMEA5368196,
PDS000000560.1,PDT000008398.1,SAMEA5368109,
PDS000000560.1,PDT000008399.1,SAMEA5368129,
PDS000000560.1,PDT000008400.2,SAMEA5368143,
PDS000000560.1,PDT000008401.1,SAMEA5368160,
PDS000000560.1,PDT000008402.1,SAMEA5368150,
PDS000000560.1,PDT000008403.1,SAMEA5368117,
PDS000000560.1,PDT000008404.1,SAMEA5368141,
PDS000000560.1,PDT000008405.1,SAMEA5368128,
PDS000000560.1,PDT000008406.1,SAMEA5368123,
PDS000000560.1,PDT000008407.1,SAMEA5368152,
PDS000000560.1,PDT000008408.1,SAMEA5368115,
PDS000000560.1,PDT000008409.1,SAMEA5368142,
PDS000000560.1,PDT000008410.1,SAMEA5368176,
PDS000000560.1,PDT000008425.1,SAMEA5368175,
PDS000000560.1,PDT000008426.2,SAMEA5368126,
PDS000000560.1,PDT000008442.1,SAMEA5368191,
PDS000000560.1,PDT000008446.1,SAMEA5368476,
PDS000000560.1,PDT000008459.1,SAMEA5368482,
PDS000000560.1,PDT000008460.1,SAMEA5368494,
PDS000000560.1,PDT000008461.1,SAMEA5367807,
PDS000000560.1,PDT000008462.2,SAMEA5367808,
PDS000000560.1,PDT000008463.1,SAMEA5368497,
PDS000000560.1,PDT000008464.1,SAMEA5368485,
PDS000000560.1,PDT000008465.1,SAMEA5367806,
PDS000000560.1,PDT000008469.1,SAMEA5368232,
PDS000000560.1,PDT000008471.1,SAMEA5368218,
PDS000000560.1,PDT000008472.1,SAMEA5368216,
PDS000000560.1,PDT000008477.1,SAMEA5368233,
PDS000000560.1,PDT000008484.1,SAMEA5368303,
PDS000000560.1,PDT000008485.1,SAMEA5368301,
PDS000000560.1,PDT000008486.1,SAMEA5368305,
PDS000000560.1,PDT000008487.1,SAMEA5368314,
PDS000000560.1,PDT000008491.1,SAMEA5367931,
PDS000000560.1,PDT000008493.1,SAMEA5368234,
PDS000000560.1,PDT000008494.2,SAMEA5368227,
PDS000000560.1,PDT000008495.1,SAMEA5368231,
PDS000000560.1,PDT000008496.1,SAMEA5368215,
PDS000000560.1,PDT000008497.1,SAMEA5368226,
PDS000000560.1,PDT000008498.1,SAMEA5368230,
PDS000000560.1,PDT000008499.1,SAMEA5368224,
PDS000000560.1,PDT000008500.1,SAMEA5368228,
PDS000000560.1,PDT000008505.1,SAMEA5367934,
PDS000000560.1,PDT000008506.1,SAMEA5368219,
PDS000000560.1,PDT000008509.1,SAMEA5368478,
PDS000000560.1,PDT000008513.1,SAMEA5368392,
PDS000000560.1,PDT000008518.1,SAMEA5368237,
PDS000000560.1,PDT000008521.1,SAMEA5368307,
PDS000000560.1,PDT000008522.1,SAMEA5368300,
PDS000000560.1,PDT000008523.1,SAMEA5368260,
PDS000000560.1,PDT000008524.2,SAMEA5368256,
PDS000000560.1,PDT000008525.1,SAMEA5368257,
PDS000000560.1,PDT000008526.1,SAMEA5368239,
PDS000000560.1,PDT000008527.2,SAMEA5368243,
PDS000000560.1,PDT000008528.1,SAMEA5368255,
PDS000000560.1,PDT000008529.1,SAMEA5368242,
PDS000000560.1,PDT000008530.1,SAMEA5368240,
PDS000000560.1,PDT000008531.1,SAMEA5368267,
PDS000000560.1,PDT000008533.1,SAMEA5368252,
PDS000000560.1,PDT000008534.1,SAMEA5368241,
PDS000000560.1,PDT000008535.1,SAMEA5368251,
PDS000000560.1,PDT000008536.2,SAMEA5368246,
PDS000000560.1,PDT000008537.1,SAMEA5368249,
PDS000000560.1,PDT000008539.1,SAMEA5368265,
PDS000000560.1,PDT000008540.1,SAMEA5368266,
PDS000000560.1,PDT000008541.1,SAMEA5368259,
PDS000000560.1,PDT000008546.1,SAMEA5368493,
PDS000000560.1,PDT000008551.1,SAMEA5368496,
PDS000000560.1,PDT000008556.1,SAMEA5368276,
PDS000000560.1,PDT000008560.1,SAMEA5368315,
PDS000000560.1,PDT000008561.1,SAMEA5368293,
PDS000000560.1,PDT000008562.1,SAMEA5368280,
PDS000000560.1,PDT000008563.1,SAMEA5368285,
PDS000000560.1,PDT000008564.1,SAMEA5368340,
PDS000000560.1,PDT000008565.1,SAMEA5368295,
PDS000000560.1,PDT000008566.2,SAMEA5367940,
PDS000000560.1,PDT000008568.1,SAMEA5368316,
PDS000000560.1,PDT000008569.1,SAMEA5368322,
PDS000000560.1,PDT000008570.1,SAMEA5368282,
PDS000000560.1,PDT000008579.1,SAMEA5368312,
PDS000000560.1,PDT000008580.1,SAMEA5368273,
PDS000000560.1,PDT000008583.1,SAMEA5368326,
PDS000000560.1,PDT000008584.1,SAMEA5368325,
PDS000000560.1,PDT000008585.1,SAMEA5368327,
PDS000000560.1,PDT000008586.1,SAMEA5368331,
PDS000000560.1,PDT000008587.1,SAMEA5368323,
PDS000000560.1,PDT000008588.1,SAMEA5368328,
PDS000000560.1,PDT000008589.1,SAMEA5368321,
PDS000000560.1,PDT000008591.1,SAMEA5368311,
PDS000000560.1,PDT000008593.1,SAMEA5368308,
PDS000000560.1,PDT000008594.1,SAMEA5368297,
PDS000000560.1,PDT000008595.1,SAMEA5368298,
PDS000000560.1,PDT000008596.1,SAMEA5368274,
PDS000000560.1,PDT000008600.1,SAMEA5368288,
PDS000000560.1,PDT000008601.1,SAMEA5368319,
PDS000000560.1,PDT000008603.1,SAMEA5368294,
PDS000000560.1,PDT000008604.1,SAMEA5368275,
PDS000000560.1,PDT000008621.1,SAMEA5368584,
PDS000000560.1,PDT000008624.1,SAMEA5368551,
PDS000000560.1,PDT000008625.1,SAMEA5368503,
PDS000000560.1,PDT000008636.1,SAMEA5368588,
PDS000000560.1,PDT000008638.1,SAMEA5368536,
PDS000000560.1,PDT000008640.1,SAMEA5368538,
PDS000000560.1,PDT000008641.1,SAMEA5368546,
PDS000000560.1,PDT000008647.1,SAMEA5368345,
PDS000000560.1,PDT000008648.1,SAMEA5368560,
PDS000000560.1,PDT000008649.1,SAMEA5368577,
